7330	19	Data\original\train\copepod_calanoid_large\18392.jpg
2657	8	Data\original\train\artifacts_edge\86669.jpg
9291	24	Data\original\train\copepod_cyclopoid_oithona_eggs\70563.jpg
23230	98	Data\original\train\siphonophore_calycophoran_rocketship_young\103135.jpg
11685	34	Data\original\train\detritus_filamentous\92137.jpg
22524	93	Data\original\train\shrimp_sergestidae\132115.jpg
25046	108	Data\original\train\trichodesmium_bowtie\75057.jpg
3947	11	Data\original\train\chaetognath_other\104243.jpg
22734	94	Data\original\train\shrimp_zoea\31133.jpg
22014	90	Data\original\train\radiolarian_chain\106170.jpg
1174	5	Data\original\train\appendicularian_s_shape\126118.jpg
29855	119	Data\original\train\unknown_sticks\60307.jpg
6903	16	Data\original\train\copepod_calanoid_flatheads\138323.jpg
21031	85	Data\original\train\protist_other\2114.jpg
25232	110	Data\original\train\trichodesmium_puff\101562.jpg
16580	64	Data\original\train\hydromedusae_narco_young\12412.jpg
15545	49	Data\original\train\fecal_pellet\58439.jpg
763	2	Data\original\train\acantharia_protist\68531.jpg
25211	109	Data\original\train\trichodesmium_multiple\91427.jpg
16873	65	Data\original\train\hydromedusae_narcomedusae\108271.jpg
8954	24	Data\original\train\copepod_cyclopoid_oithona_eggs\29512.jpg
25611	110	Data\original\train\trichodesmium_puff\128998.jpg
29306	117	Data\original\train\tunicate_salp\25291.jpg
7755	22	Data\original\train\copepod_calanoid\123861.jpg
9269	24	Data\original\train\copepod_cyclopoid_oithona_eggs\67468.jpg
17973	70	Data\original\train\hydromedusae_shapeB\37579.jpg
2114	6	Data\original\train\appendicularian_slight_curve\5998.jpg
10845	30	Data\original\train\ctenophore_cydippid_tentacles\5096.jpg
9419	24	Data\original\train\copepod_cyclopoid_oithona_eggs\8770.jpg
28523	114	Data\original\train\tunicate_doliolid\18216.jpg
12619	35	Data\original\train\detritus_other\99091.jpg
7742	22	Data\original\train\copepod_calanoid\121476.jpg
8218	22	Data\original\train\copepod_calanoid\80476.jpg
8236	22	Data\original\train\copepod_calanoid\83726.jpg
26578	110	Data\original\train\trichodesmium_puff\55288.jpg
27450	111	Data\original\train\trichodesmium_tuft\152316.jpg
15684	50	Data\original\train\fish_larvae_deep_body\124422.jpg
15081	48	Data\original\train\euphausiids\146212.jpg
29944	120	Data\original\train\unknown_unclassified\111561.jpg
6383	12	Data\original\train\chaetognath_sagitta\70209.jpg
20413	84	Data\original\train\protist_noctiluca\74039.jpg
11551	34	Data\original\train\detritus_filamentous\5033.jpg
13559	37	Data\original\train\diatom_chain_tube\76478.jpg
4643	11	Data\original\train\chaetognath_other\155041.jpg
9017	24	Data\original\train\copepod_cyclopoid_oithona_eggs\35637.jpg
25487	110	Data\original\train\trichodesmium_puff\120369.jpg
2013	6	Data\original\train\appendicularian_slight_curve\32225.jpg
13108	36	Data\original\train\diatom_chain_string\90797.jpg
6627	14	Data\original\train\copepod_calanoid_eggs\123761.jpg
269	2	Data\original\train\acantharia_protist\12712.jpg
23663	98	Data\original\train\siphonophore_calycophoran_rocketship_young\90776.jpg
27766	111	Data\original\train\trichodesmium_tuft\77542.jpg
11021	33	Data\original\train\detritus_blob\12608.jpg
22098	90	Data\original\train\radiolarian_chain\143388.jpg
5039	11	Data\original\train\chaetognath_other\40432.jpg
5204	11	Data\original\train\chaetognath_other\52631.jpg
12075	35	Data\original\train\detritus_other\17290.jpg
2365	7	Data\original\train\appendicularian_straight\159128.jpg
21967	89	Data\original\train\pteropod_triangle\57637.jpg
26121	110	Data\original\train\trichodesmium_puff\231.jpg
29926	120	Data\original\train\unknown_unclassified\104962.jpg
3263	10	Data\original\train\chaetognath_non_sagitta\133074.jpg
25378	110	Data\original\train\trichodesmium_puff\112168.jpg
13624	37	Data\original\train\diatom_chain_tube\94273.jpg
6523	13	Data\original\train\chordate_type1\107649.jpg
12138	35	Data\original\train\detritus_other\26585.jpg
28347	114	Data\original\train\tunicate_doliolid\10813.jpg
19042	76	Data\original\train\hydromedusae_typeE\19230.jpg
28818	115	Data\original\train\tunicate_partial\123884.jpg
28155	113	Data\original\train\tunicate_doliolid_nurse\4408.jpg
21122	85	Data\original\train\protist_other\35610.jpg
15413	49	Data\original\train\fecal_pellet\22678.jpg
14955	44	Data\original\train\echinoderm_seacucumber_auricularia_larva\97412.jpg
6970	16	Data\original\train\copepod_calanoid_flatheads\51712.jpg
24230	103	Data\original\train\siphonophore_partial\41727.jpg
24085	101	Data\original\train\siphonophore_calycophoran_sphaeronectes\158999.jpg
7593	21	Data\original\train\copepod_calanoid_small_longantennae\31481.jpg
27821	111	Data\original\train\trichodesmium_tuft\87101.jpg
23280	98	Data\original\train\siphonophore_calycophoran_rocketship_young\117900.jpg
11665	34	Data\original\train\detritus_filamentous\84834.jpg
19432	82	Data\original\train\protist_dark_center\111696.jpg
2441	7	Data\original\train\appendicularian_straight\63177.jpg
23414	98	Data\original\train\siphonophore_calycophoran_rocketship_young\156209.jpg
20622	85	Data\original\train\protist_other\113336.jpg
15035	47	Data\original\train\euphausiids_young\9301.jpg
7219	19	Data\original\train\copepod_calanoid_large\103657.jpg
27299	111	Data\original\train\trichodesmium_tuft\12142.jpg
1076	5	Data\original\train\appendicularian_s_shape\107876.jpg
21770	86	Data\original\train\protist_star\551.jpg
13644	38	Data\original\train\echinoderm_larva_pluteus_brittlestar\107637.jpg
17951	70	Data\original\train\hydromedusae_shapeB\16589.jpg
17392	68	Data\original\train\hydromedusae_shapeA_sideview_small\56721.jpg
8920	24	Data\original\train\copepod_cyclopoid_oithona_eggs\25502.jpg
29268	117	Data\original\train\tunicate_salp\151570.jpg
18521	72	Data\original\train\hydromedusae_solmaris\41317.jpg
28383	114	Data\original\train\tunicate_doliolid\117301.jpg
4603	11	Data\original\train\chaetognath_other\152276.jpg
26818	110	Data\original\train\trichodesmium_puff\72557.jpg
6671	14	Data\original\train\copepod_calanoid_eggs\20054.jpg
26496	110	Data\original\train\trichodesmium_puff\487.jpg
12177	35	Data\original\train\detritus_other\32347.jpg
19503	82	Data\original\train\protist_dark_center\69700.jpg
16887	65	Data\original\train\hydromedusae_narcomedusae\121834.jpg
20978	85	Data\original\train\protist_other\159463.jpg
19560	83	Data\original\train\protist_fuzzy_olive\113847.jpg
38	1	Data\original\train\acantharia_protist_halo\156749.jpg
20035	84	Data\original\train\protist_noctiluca\132227.jpg
18105	71	Data\original\train\hydromedusae_sideview_big\80399.jpg
4236	11	Data\original\train\chaetognath_other\125327.jpg
8636	24	Data\original\train\copepod_cyclopoid_oithona_eggs\136946.jpg
28906	115	Data\original\train\tunicate_partial\158528.jpg
28141	113	Data\original\train\tunicate_doliolid_nurse\40641.jpg
23044	96	Data\original\train\siphonophore_calycophoran_abylidae\72116.jpg
28068	113	Data\original\train\tunicate_doliolid_nurse\158968.jpg
22316	91	Data\original\train\radiolarian_colony\127906.jpg
18355	72	Data\original\train\hydromedusae_solmaris\150249.jpg
15763	52	Data\original\train\fish_larvae_medium_body\23186.jpg
593	2	Data\original\train\acantharia_protist\39828.jpg
18191	72	Data\original\train\hydromedusae_solmaris\119290.jpg
7764	22	Data\original\train\copepod_calanoid\12762.jpg
12208	35	Data\original\train\detritus_other\36851.jpg
1524	5	Data\original\train\appendicularian_s_shape\57120.jpg
15007	47	Data\original\train\euphausiids_young\137117.jpg
25654	110	Data\original\train\trichodesmium_puff\132025.jpg
17959	70	Data\original\train\hydromedusae_shapeB\23607.jpg
25498	110	Data\original\train\trichodesmium_puff\121278.jpg
92	2	Data\original\train\acantharia_protist\101527.jpg
7182	18	Data\original\train\copepod_calanoid_large_side_antennatucked\72251.jpg
27015	110	Data\original\train\trichodesmium_puff\86375.jpg
15862	53	Data\original\train\fish_larvae_myctophids\23697.jpg
8502	24	Data\original\train\copepod_cyclopoid_oithona_eggs\12095.jpg
20975	85	Data\original\train\protist_other\15924.jpg
15325	49	Data\original\train\fecal_pellet\14400.jpg
3757	10	Data\original\train\chaetognath_non_sagitta\77481.jpg
26284	110	Data\original\train\trichodesmium_puff\3489.jpg
18846	73	Data\original\train\hydromedusae_solmundella\136559.jpg
24511	108	Data\original\train\trichodesmium_bowtie\112582.jpg
17255	68	Data\original\train\hydromedusae_shapeA_sideview_small\130431.jpg
5215	11	Data\original\train\chaetognath_other\53610.jpg
1456	5	Data\original\train\appendicularian_s_shape\40891.jpg
13821	40	Data\original\train\echinoderm_larva_pluteus_typeC\43401.jpg
6848	15	Data\original\train\copepod_calanoid_eucalanus\75185.jpg
12109	35	Data\original\train\detritus_other\21771.jpg
20478	84	Data\original\train\protist_noctiluca\88550.jpg
15617	49	Data\original\train\fecal_pellet\79149.jpg
28447	114	Data\original\train\tunicate_doliolid\136548.jpg
17817	69	Data\original\train\hydromedusae_shapeA\75861.jpg
11014	33	Data\original\train\detritus_blob\123688.jpg
27576	111	Data\original\train\trichodesmium_tuft\36051.jpg
9385	24	Data\original\train\copepod_cyclopoid_oithona_eggs\83254.jpg
16244	59	Data\original\train\hydromedusae_h15\62946.jpg
19132	79	Data\original\train\invertebrate_larvae_other_B\124396.jpg
2023	6	Data\original\train\appendicularian_slight_curve\33888.jpg
25651	110	Data\original\train\trichodesmium_puff\131978.jpg
25575	110	Data\original\train\trichodesmium_puff\126399.jpg
10816	30	Data\original\train\ctenophore_cydippid_tentacles\13662.jpg
6379	12	Data\original\train\chaetognath_sagitta\69285.jpg
23267	98	Data\original\train\siphonophore_calycophoran_rocketship_young\11396.jpg
26410	110	Data\original\train\trichodesmium_puff\43961.jpg
4068	11	Data\original\train\chaetognath_other\113215.jpg
18424	72	Data\original\train\hydromedusae_solmaris\20671.jpg
4522	11	Data\original\train\chaetognath_other\146173.jpg
24569	108	Data\original\train\trichodesmium_bowtie\127126.jpg
12361	35	Data\original\train\detritus_other\5912.jpg
24211	102	Data\original\train\siphonophore_other_parts\84733.jpg
7665	22	Data\original\train\copepod_calanoid\106793.jpg
7432	19	Data\original\train\copepod_calanoid_large\61595.jpg
13319	37	Data\original\train\diatom_chain_tube\151944.jpg
11349	34	Data\original\train\detritus_filamentous\115273.jpg
22008	90	Data\original\train\radiolarian_chain\103987.jpg
12229	35	Data\original\train\detritus_other\404.jpg
24049	101	Data\original\train\siphonophore_calycophoran_sphaeronectes\129072.jpg
2	0	Data\original\train\acantharia_protist_big_center\120576.jpg
16672	64	Data\original\train\hydromedusae_narco_young\22276.jpg
22967	96	Data\original\train\siphonophore_calycophoran_abylidae\26013.jpg
25440	110	Data\original\train\trichodesmium_puff\117316.jpg
25256	110	Data\original\train\trichodesmium_puff\103593.jpg
8842	24	Data\original\train\copepod_cyclopoid_oithona_eggs\1679.jpg
28265	113	Data\original\train\tunicate_doliolid_nurse\80538.jpg
24146	101	Data\original\train\siphonophore_calycophoran_sphaeronectes\71369.jpg
12288	35	Data\original\train\detritus_other\49558.jpg
13001	36	Data\original\train\diatom_chain_string\63307.jpg
4433	11	Data\original\train\chaetognath_other\139640.jpg
14922	44	Data\original\train\echinoderm_seacucumber_auricularia_larva\49037.jpg
4872	11	Data\original\train\chaetognath_other\27620.jpg
24900	108	Data\original\train\trichodesmium_bowtie\50281.jpg
6770	15	Data\original\train\copepod_calanoid_eucalanus\107115.jpg
20536	85	Data\original\train\protist_other\101680.jpg
9708	25	Data\original\train\copepod_cyclopoid_oithona\129103.jpg
25295	110	Data\original\train\trichodesmium_puff\106361.jpg
20703	85	Data\original\train\protist_other\120465.jpg
10300	25	Data\original\train\copepod_cyclopoid_oithona\77485.jpg
29352	117	Data\original\train\tunicate_salp\55248.jpg
2984	9	Data\original\train\artifacts\6712.jpg
24338	105	Data\original\train\siphonophore_physonect\33413.jpg
6295	12	Data\original\train\chaetognath_sagitta\51253.jpg
9792	25	Data\original\train\copepod_cyclopoid_oithona\140683.jpg
4027	11	Data\original\train\chaetognath_other\110461.jpg
14330	43	Data\original\train\echinoderm_larva_seastar_brachiolaria\100845.jpg
28728	114	Data\original\train\tunicate_doliolid\89597.jpg
29840	119	Data\original\train\unknown_sticks\40355.jpg
19860	83	Data\original\train\protist_fuzzy_olive\83300.jpg
27946	113	Data\original\train\tunicate_doliolid_nurse\113975.jpg
7046	17	Data\original\train\copepod_calanoid_frillyAntennae\121658.jpg
10986	33	Data\original\train\detritus_blob\112879.jpg
1340	5	Data\original\train\appendicularian_s_shape\160024.jpg
4315	11	Data\original\train\chaetognath_other\130748.jpg
18069	71	Data\original\train\hydromedusae_sideview_big\156143.jpg
3784	10	Data\original\train\chaetognath_non_sagitta\80764.jpg
6997	16	Data\original\train\copepod_calanoid_flatheads\6751.jpg
2435	7	Data\original\train\appendicularian_straight\59995.jpg
21559	85	Data\original\train\protist_other\85008.jpg
7173	18	Data\original\train\copepod_calanoid_large_side_antennatucked\59549.jpg
3885	10	Data\original\train\chaetognath_non_sagitta\99936.jpg
29023	115	Data\original\train\tunicate_partial\63346.jpg
15567	49	Data\original\train\fecal_pellet\63506.jpg
8547	24	Data\original\train\copepod_cyclopoid_oithona_eggs\126148.jpg
7198	18	Data\original\train\copepod_calanoid_large_side_antennatucked\89077.jpg
4245	11	Data\original\train\chaetognath_other\126132.jpg
4343	11	Data\original\train\chaetognath_other\132456.jpg
10420	25	Data\original\train\copepod_cyclopoid_oithona\98850.jpg
22289	91	Data\original\train\radiolarian_colony\104626.jpg
29764	119	Data\original\train\unknown_sticks\123103.jpg
18559	72	Data\original\train\hydromedusae_solmaris\47910.jpg
17105	67	Data\original\train\hydromedusae_partial_dark\33009.jpg
12313	35	Data\original\train\detritus_other\53068.jpg
16134	57	Data\original\train\hydromedusae_aglaura\93703.jpg
17527	69	Data\original\train\hydromedusae_shapeA\115291.jpg
27525	111	Data\original\train\trichodesmium_tuft\27211.jpg
14053	42	Data\original\train\echinoderm_larva_seastar_bipinnaria\144931.jpg
12461	35	Data\original\train\detritus_other\73271.jpg
5653	11	Data\original\train\chaetognath_other\86886.jpg
9569	25	Data\original\train\copepod_cyclopoid_oithona\106396.jpg
23769	100	Data\original\train\siphonophore_calycophoran_sphaeronectes_young\104747.jpg
11470	34	Data\original\train\detritus_filamentous\17811.jpg
7767	22	Data\original\train\copepod_calanoid\127735.jpg
12345	35	Data\original\train\detritus_other\5616.jpg
2300	7	Data\original\train\appendicularian_straight\118940.jpg
9820	25	Data\original\train\copepod_cyclopoid_oithona\145819.jpg
3446	10	Data\original\train\chaetognath_non_sagitta\21286.jpg
16349	61	Data\original\train\hydromedusae_haliscera\151359.jpg
7972	22	Data\original\train\copepod_calanoid\2515.jpg
28599	114	Data\original\train\tunicate_doliolid\40906.jpg
6619	14	Data\original\train\copepod_calanoid_eggs\11850.jpg
28914	115	Data\original\train\tunicate_partial\18862.jpg
204	2	Data\original\train\acantharia_protist\117781.jpg
19523	82	Data\original\train\protist_dark_center\92341.jpg
16095	57	Data\original\train\hydromedusae_aglaura\44259.jpg
2115	6	Data\original\train\appendicularian_slight_curve\60484.jpg
16529	63	Data\original\train\hydromedusae_narco_dark\97232.jpg
13177	37	Data\original\train\diatom_chain_tube\108726.jpg
23829	100	Data\original\train\siphonophore_calycophoran_sphaeronectes_young\145090.jpg
8018	22	Data\original\train\copepod_calanoid\35255.jpg
20885	85	Data\original\train\protist_other\145240.jpg
789	2	Data\original\train\acantharia_protist\71561.jpg
11976	35	Data\original\train\detritus_other\144718.jpg
30247	120	Data\original\train\unknown_unclassified\71417.jpg
30320	120	Data\original\train\unknown_unclassified\95910.jpg
4662	11	Data\original\train\chaetognath_other\156308.jpg
22752	94	Data\original\train\shrimp_zoea\45161.jpg
21249	85	Data\original\train\protist_other\50990.jpg
5783	11	Data\original\train\chaetognath_other\96993.jpg
12191	35	Data\original\train\detritus_other\34650.jpg
28829	115	Data\original\train\tunicate_partial\127139.jpg
24871	108	Data\original\train\trichodesmium_bowtie\44095.jpg
19107	77	Data\original\train\hydromedusae_typeF\96715.jpg
20045	84	Data\original\train\protist_noctiluca\134150.jpg
9878	25	Data\original\train\copepod_cyclopoid_oithona\153397.jpg
14245	42	Data\original\train\echinoderm_larva_seastar_bipinnaria\72086.jpg
17032	67	Data\original\train\hydromedusae_partial_dark\118881.jpg
9313	24	Data\original\train\copepod_cyclopoid_oithona_eggs\74586.jpg
30170	120	Data\original\train\unknown_unclassified\4220.jpg
27695	111	Data\original\train\trichodesmium_tuft\60605.jpg
14760	43	Data\original\train\echinoderm_larva_seastar_brachiolaria\72626.jpg
29804	119	Data\original\train\unknown_sticks\158850.jpg
13478	37	Data\original\train\diatom_chain_tube\54588.jpg
1584	5	Data\original\train\appendicularian_s_shape\69060.jpg
28889	115	Data\original\train\tunicate_partial\151643.jpg
20538	85	Data\original\train\protist_other\101831.jpg
17010	67	Data\original\train\hydromedusae_partial_dark\101292.jpg
8997	24	Data\original\train\copepod_cyclopoid_oithona_eggs\33693.jpg
23222	98	Data\original\train\siphonophore_calycophoran_rocketship_young\101519.jpg
7754	22	Data\original\train\copepod_calanoid\123736.jpg
24098	101	Data\original\train\siphonophore_calycophoran_sphaeronectes\23408.jpg
6826	15	Data\original\train\copepod_calanoid_eucalanus\40345.jpg
25592	110	Data\original\train\trichodesmium_puff\127812.jpg
26763	110	Data\original\train\trichodesmium_puff\67815.jpg
7810	22	Data\original\train\copepod_calanoid\1377.jpg
5142	11	Data\original\train\chaetognath_other\47679.jpg
12795	36	Data\original\train\diatom_chain_string\150523.jpg
1835	6	Data\original\train\appendicularian_slight_curve\128904.jpg
24652	108	Data\original\train\trichodesmium_bowtie\140933.jpg
21266	85	Data\original\train\protist_other\52598.jpg
20311	84	Data\original\train\protist_noctiluca\49894.jpg
12742	36	Data\original\train\diatom_chain_string\135683.jpg
13360	37	Data\original\train\diatom_chain_tube\17235.jpg
14794	43	Data\original\train\echinoderm_larva_seastar_brachiolaria\80915.jpg
20367	84	Data\original\train\protist_noctiluca\6383.jpg
12948	36	Data\original\train\diatom_chain_string\4737.jpg
17185	67	Data\original\train\hydromedusae_partial_dark\90867.jpg
30199	120	Data\original\train\unknown_unclassified\55045.jpg
2518	8	Data\original\train\artifacts_edge\113307.jpg
27041	110	Data\original\train\trichodesmium_puff\88498.jpg
22191	90	Data\original\train\radiolarian_chain\4694.jpg
28104	113	Data\original\train\tunicate_doliolid_nurse\26404.jpg
28962	115	Data\original\train\tunicate_partial\32669.jpg
9695	25	Data\original\train\copepod_cyclopoid_oithona\125920.jpg
16597	64	Data\original\train\hydromedusae_narco_young\131280.jpg
7202	18	Data\original\train\copepod_calanoid_large_side_antennatucked\93366.jpg
7212	19	Data\original\train\copepod_calanoid_large\102374.jpg
17182	67	Data\original\train\hydromedusae_partial_dark\89671.jpg
27628	111	Data\original\train\trichodesmium_tuft\4803.jpg
8372	24	Data\original\train\copepod_cyclopoid_oithona_eggs\103874.jpg
907	2	Data\original\train\acantharia_protist\89052.jpg
28336	114	Data\original\train\tunicate_doliolid\104708.jpg
17622	69	Data\original\train\hydromedusae_shapeA\155046.jpg
13825	40	Data\original\train\echinoderm_larva_pluteus_typeC\55323.jpg
26484	110	Data\original\train\trichodesmium_puff\47909.jpg
10680	28	Data\original\train\ctenophore_cestid\139593.jpg
10197	25	Data\original\train\copepod_cyclopoid_oithona\64395.jpg
9246	24	Data\original\train\copepod_cyclopoid_oithona_eggs\64546.jpg
14008	42	Data\original\train\echinoderm_larva_seastar_bipinnaria\12588.jpg
29600	118	Data\original\train\unknown_blobs_and_smudges\40767.jpg
2774	9	Data\original\train\artifacts\138201.jpg
21036	85	Data\original\train\protist_other\21931.jpg
3302	10	Data\original\train\chaetognath_non_sagitta\140155.jpg
12532	35	Data\original\train\detritus_other\8386.jpg
26992	110	Data\original\train\trichodesmium_puff\84636.jpg
25033	108	Data\original\train\trichodesmium_bowtie\73236.jpg
28830	115	Data\original\train\tunicate_partial\127309.jpg
24463	108	Data\original\train\trichodesmium_bowtie\102307.jpg
15994	55	Data\original\train\fish_larvae_very_thin_body\32763.jpg
6265	12	Data\original\train\chaetognath_sagitta\45388.jpg
3431	10	Data\original\train\chaetognath_non_sagitta\18545.jpg
1107	5	Data\original\train\appendicularian_s_shape\114465.jpg
4054	11	Data\original\train\chaetognath_other\112429.jpg
14189	42	Data\original\train\echinoderm_larva_seastar_bipinnaria\5160.jpg
18843	73	Data\original\train\hydromedusae_solmundella\130613.jpg
2299	7	Data\original\train\appendicularian_straight\118266.jpg
29965	120	Data\original\train\unknown_unclassified\119471.jpg
8114	22	Data\original\train\copepod_calanoid\56396.jpg
2573	8	Data\original\train\artifacts_edge\20464.jpg
20951	85	Data\original\train\protist_other\155816.jpg
23523	98	Data\original\train\siphonophore_calycophoran_rocketship_young\43821.jpg
1207	5	Data\original\train\appendicularian_s_shape\13247.jpg
30215	120	Data\original\train\unknown_unclassified\60138.jpg
11408	34	Data\original\train\detritus_filamentous\1369.jpg
18333	72	Data\original\train\hydromedusae_solmaris\145038.jpg
23776	100	Data\original\train\siphonophore_calycophoran_sphaeronectes_young\108894.jpg
20942	85	Data\original\train\protist_other\153471.jpg
7906	22	Data\original\train\copepod_calanoid\158671.jpg
10663	28	Data\original\train\ctenophore_cestid\116318.jpg
22978	96	Data\original\train\siphonophore_calycophoran_abylidae\31338.jpg
21018	85	Data\original\train\protist_other\19474.jpg
20706	85	Data\original\train\protist_other\120854.jpg
866	2	Data\original\train\acantharia_protist\83638.jpg
10567	27	Data\original\train\crustacean_other\42529.jpg
24706	108	Data\original\train\trichodesmium_bowtie\152827.jpg
7801	22	Data\original\train\copepod_calanoid\135594.jpg
25110	108	Data\original\train\trichodesmium_bowtie\8948.jpg
30257	120	Data\original\train\unknown_unclassified\75643.jpg
14596	43	Data\original\train\echinoderm_larva_seastar_brachiolaria\24633.jpg
11946	35	Data\original\train\detritus_other\139786.jpg
19574	83	Data\original\train\protist_fuzzy_olive\118407.jpg
217	2	Data\original\train\acantharia_protist\119912.jpg
1073	5	Data\original\train\appendicularian_s_shape\106886.jpg
24103	101	Data\original\train\siphonophore_calycophoran_sphaeronectes\29464.jpg
15518	49	Data\original\train\fecal_pellet\50421.jpg
2236	6	Data\original\train\appendicularian_slight_curve\91297.jpg
17438	68	Data\original\train\hydromedusae_shapeA_sideview_small\77972.jpg
4452	11	Data\original\train\chaetognath_other\141211.jpg
2108	6	Data\original\train\appendicularian_slight_curve\5780.jpg
3273	10	Data\original\train\chaetognath_non_sagitta\134601.jpg
10181	25	Data\original\train\copepod_cyclopoid_oithona\61597.jpg
8356	24	Data\original\train\copepod_cyclopoid_oithona_eggs\101749.jpg
20835	85	Data\original\train\protist_other\140329.jpg
8572	24	Data\original\train\copepod_cyclopoid_oithona_eggs\128759.jpg
9131	24	Data\original\train\copepod_cyclopoid_oithona_eggs\49913.jpg
6099	12	Data\original\train\chaetognath_sagitta\154892.jpg
23951	100	Data\original\train\siphonophore_calycophoran_sphaeronectes_young\69103.jpg
26464	110	Data\original\train\trichodesmium_puff\46567.jpg
19467	82	Data\original\train\protist_dark_center\159407.jpg
1289	5	Data\original\train\appendicularian_s_shape\149726.jpg
19229	80	Data\original\train\jellies_tentacles\35145.jpg
22347	91	Data\original\train\radiolarian_colony\153319.jpg
24190	102	Data\original\train\siphonophore_other_parts\129081.jpg
15308	49	Data\original\train\fecal_pellet\139727.jpg
3253	10	Data\original\train\chaetognath_non_sagitta\130726.jpg
27409	111	Data\original\train\trichodesmium_tuft\142551.jpg
26927	110	Data\original\train\trichodesmium_puff\79812.jpg
8483	24	Data\original\train\copepod_cyclopoid_oithona_eggs\118522.jpg
2592	8	Data\original\train\artifacts_edge\3186.jpg
18451	72	Data\original\train\hydromedusae_solmaris\26511.jpg
21712	86	Data\original\train\protist_star\114625.jpg
4701	11	Data\original\train\chaetognath_other\159461.jpg
27159	110	Data\original\train\trichodesmium_puff\97268.jpg
19333	81	Data\original\train\polychaete\14935.jpg
18007	70	Data\original\train\hydromedusae_shapeB\76197.jpg
16240	59	Data\original\train\hydromedusae_h15\4101.jpg
14262	42	Data\original\train\echinoderm_larva_seastar_bipinnaria\75264.jpg
24395	106	Data\original\train\stomatopod\110613.jpg
28905	115	Data\original\train\tunicate_partial\158048.jpg
18707	72	Data\original\train\hydromedusae_solmaris\77395.jpg
8548	24	Data\original\train\copepod_cyclopoid_oithona_eggs\126222.jpg
23790	100	Data\original\train\siphonophore_calycophoran_sphaeronectes_young\122150.jpg
7149	18	Data\original\train\copepod_calanoid_large_side_antennatucked\29140.jpg
11155	33	Data\original\train\detritus_blob\25623.jpg
4457	11	Data\original\train\chaetognath_other\141740.jpg
14691	43	Data\original\train\echinoderm_larva_seastar_brachiolaria\47642.jpg
15440	49	Data\original\train\fecal_pellet\30548.jpg
26797	110	Data\original\train\trichodesmium_puff\70827.jpg
27724	111	Data\original\train\trichodesmium_tuft\68237.jpg
6634	14	Data\original\train\copepod_calanoid_eggs\12897.jpg
14126	42	Data\original\train\echinoderm_larva_seastar_bipinnaria\3026.jpg
25394	110	Data\original\train\trichodesmium_puff\113032.jpg
27370	111	Data\original\train\trichodesmium_tuft\134818.jpg
13869	41	Data\original\train\echinoderm_larva_pluteus_urchin\132509.jpg
5723	11	Data\original\train\chaetognath_other\92433.jpg
16727	64	Data\original\train\hydromedusae_narco_young\45048.jpg
26949	110	Data\original\train\trichodesmium_puff\81551.jpg
